original_tweet,original_tweet_id,original_user,rt_id
lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,9.53281E+17,LFlinn08,9.53999E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.53995E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53995E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.53994E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53994E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53994E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53993E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53992E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53983E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53983E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53982E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53982E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.5398E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.5398E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.5398E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.5398E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.53979E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53979E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53978E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53975E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53974E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53974E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53973E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53973E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53972E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53971E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53971E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53968E+17
Media availability after #HouCouncil. Update on another hard freeze tonight. #Houwx https://t.co/1YkXK8TFVi,9.53751E+17,HoustonTX,9.53926E+17
We're back to normal operations following the #houwx event. We appreciate all of our employees who provided safe caâ€_ https://t.co/8gsq0MX1w8,9.5373E+17,MDAndersonNews,9.53919E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53909E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53882E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53865E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53865E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53851E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.53847E+17
lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,9.53281E+17,LFlinn08,9.53845E+17
lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,9.53281E+17,LFlinn08,9.53843E+17
"I created this when working back in OKC, but here ya go Houston, enjoyWINTER WEATHER BINGO #houwx https://t.co/WTFvxME8NG",9.53269E+17,keatonfox,9.53843E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.53839E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.53837E+17
We can't stress this enough- the roadways are no place to be tonight. Stay home. Stay safe. Stay warm.  #houwxâ€_ https://t.co/0UXnippaQh,9.53464E+17,houstonpolice,9.53837E+17
"Houston right now #houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",9.53109E+17,ShesLikeTexas15,9.53833E+17
Another hard freeze for the #Houston area. But temperatures shouldn't be as cold after tonight. #houwx #txwx https://t.co/FezOv34ECR,9.53773E+17,HellerWeather,9.53833E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53828E+17
Please continue to stay off the roads people! Many are still covered in ice.  #houwx #houstonweather #hounews https://t.co/1bWr4LIMn5,9.5367E+17,houstonpolice,9.53828E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.53826E+17
"Still need drivers to be careful with ice on the roads tonight especially on bridges, overpasses. #houwx",9.53706E+17,SylvesterTurner,9.53822E+17
lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,9.53281E+17,LFlinn08,9.53821E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53821E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53818E+17
"Still need drivers to be careful with ice on the roads tonight especially on bridges, overpasses. #houwx",9.53706E+17,SylvesterTurner,9.53817E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.54223E+17
"Houston right now #houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",9.53109E+17,ShesLikeTexas15,9.54214E+17
Thoroughly iced over 288 overpass at 59 near Downtown. Seriously people. Donâ€™t drive here! #abc13 #houwx https://t.co/cBJ0aBvWRG,9.53349E+17,ABC13Miya,9.54172E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.54148E+17
Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,9.54112E+17,HellerWeather,9.54137E+17
Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,9.54112E+17,HellerWeather,9.54121E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.54083E+17
UPDATE: List of Wednesday closings due to winter weather https://t.co/6ZuUAI9c5D #houwx #houstonweatherâ€_ https://t.co/VjlfLFk80Q,9.53392E+17,HPMNews887,9.54064E+17
"Houston right now #houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",9.53109E+17,ShesLikeTexas15,9.54061E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.54038E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.54032E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.54031E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.54029E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.54026E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.54026E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.54013E+17
Getting colder! Currently it's 30F and Clear. #houwx,9.53845E+17,mikemcguff,9.54008E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.54007E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.54007E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.54002E+17
Please continue to stay off the roads people! Many are still covered in ice.  #houwx #houstonweather #hounews https://t.co/1bWr4LIMn5,9.5367E+17,houstonpolice,9.53999E+17
lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,9.53281E+17,LFlinn08,9.53999E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.53995E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53995E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.53994E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53994E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53994E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53993E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53992E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53983E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53983E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53982E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53982E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.5398E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.5398E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.5398E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.5398E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.53979E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53979E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53978E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53975E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53974E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53974E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53973E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53973E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53972E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53971E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53971E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53968E+17
Media availability after #HouCouncil. Update on another hard freeze tonight. #Houwx https://t.co/1YkXK8TFVi,9.53751E+17,HoustonTX,9.53926E+17
We're back to normal operations following the #houwx event. We appreciate all of our employees who provided safe caâ€_ https://t.co/8gsq0MX1w8,9.5373E+17,MDAndersonNews,9.53919E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53909E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53882E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53865E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53865E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53851E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.53847E+17
lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,9.53281E+17,LFlinn08,9.53845E+17
lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,9.53281E+17,LFlinn08,9.53843E+17
"I created this when working back in OKC, but here ya go Houston, enjoyWINTER WEATHER BINGO #houwx https://t.co/WTFvxME8NG",9.53269E+17,keatonfox,9.53843E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.53839E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.53837E+17
We can't stress this enough- the roadways are no place to be tonight. Stay home. Stay safe. Stay warm.  #houwxâ€_ https://t.co/0UXnippaQh,9.53464E+17,houstonpolice,9.53837E+17
"Houston right now #houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",9.53109E+17,ShesLikeTexas15,9.53833E+17
Another hard freeze for the #Houston area. But temperatures shouldn't be as cold after tonight. #houwx #txwx https://t.co/FezOv34ECR,9.53773E+17,HellerWeather,9.53833E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53828E+17
Please continue to stay off the roads people! Many are still covered in ice.  #houwx #houstonweather #hounews https://t.co/1bWr4LIMn5,9.5367E+17,houstonpolice,9.53828E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.53826E+17
"Still need drivers to be careful with ice on the roads tonight especially on bridges, overpasses. #houwx",9.53706E+17,SylvesterTurner,9.53822E+17
lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,9.53281E+17,LFlinn08,9.53821E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53821E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53818E+17
"Still need drivers to be careful with ice on the roads tonight especially on bridges, overpasses. #houwx",9.53706E+17,SylvesterTurner,9.53817E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.53808E+17
Media availability after #HouCouncil. Update on another hard freeze tonight. #Houwx https://t.co/1YkXK8TFVi,9.53751E+17,HoustonTX,9.53804E+17
Another hard freeze for the #Houston area. But temperatures shouldn't be as cold after tonight. #houwx #txwx https://t.co/FezOv34ECR,9.53773E+17,HellerWeather,9.53801E+17
"People, itâ€™s gonna be warm by the weekend. You donâ€™t HAVE to buy every loaf of bread. #Houwx #abc13",9.53112E+17,ABC13Miya,9.53794E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.53792E+17
"Houston right now #houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",9.53109E+17,ShesLikeTexas15,9.53791E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.54223E+17
"Houston right now #houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",9.53109E+17,ShesLikeTexas15,9.54214E+17
Thoroughly iced over 288 overpass at 59 near Downtown. Seriously people. Donâ€™t drive here! #abc13 #houwx https://t.co/cBJ0aBvWRG,9.53349E+17,ABC13Miya,9.54172E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.54148E+17
Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,9.54112E+17,HellerWeather,9.54137E+17
Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,9.54112E+17,HellerWeather,9.54121E+17
â_ ï¸èâù„ï¸è Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstoniceâ€_ https://t.co/jA7XxgLQcG,9.53718E+17,AlertHouston,9.54083E+17
UPDATE: List of Wednesday closings due to winter weather https://t.co/6ZuUAI9c5D #houwx #houstonweatherâ€_ https://t.co/VjlfLFk80Q,9.53392E+17,HPMNews887,9.54064E+17
"Houston right now #houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",9.53109E+17,ShesLikeTexas15,9.54061E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.54038E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.54032E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.54031E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.54029E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.54026E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.54026E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.54013E+17
Getting colder! Currently it's 30F and Clear. #houwx,9.53845E+17,mikemcguff,9.54008E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.54007E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.54007E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.54002E+17
Please continue to stay off the roads people! Many are still covered in ice.  #houwx #houstonweather #hounews https://t.co/1bWr4LIMn5,9.5367E+17,houstonpolice,9.53999E+17
lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,9.53281E+17,LFlinn08,9.53999E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.53995E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53995E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.53994E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53994E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53994E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53993E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53992E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53983E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53983E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53982E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53982E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.5398E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.5398E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.5398E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.5398E+17
"Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",9.53979E+17,mattlanza,9.53979E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53979E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53978E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53975E+17
Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,9.53974E+17,HCSOTexas,9.53974E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53974E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53973E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53973E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53972E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53971E+17
"#houtraffic - #houwx  TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use caution",9.5397E+17,HCSOTexas,9.53971E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53968E+17
Media availability after #HouCouncil. Update on another hard freeze tonight. #Houwx https://t.co/1YkXK8TFVi,9.53751E+17,HoustonTX,9.53926E+17
We're back to normal operations following the #houwx event. We appreciate all of our employees who provided safe caâ€_ https://t.co/8gsq0MX1w8,9.5373E+17,MDAndersonNews,9.53919E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53909E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53882E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53865E+17
"When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",9.53473E+17,Fox26Houston,9.53865E+17
METRO to Return to Normal Service on Thursday https://t.co/ujX3N59jkR #houwx #txwx https://t.co/h6MeIIejeA,9.53776E+17,AlertHouston,9.53851E+17
